date,close,log_return,simple_return,forecast_log_return,forecast_volatility,split,forecast_return_p05,forecast_return_p50,forecast_return_p95,ito_drift_annual,previous_close,forecast_close,forecast_close_p05,forecast_close_p95,direction_actual,direction_forecast,macd_fast_ema,macd_slow_ema,macd_line,macd_signal_line,macd_histogram,signal,turnover,strategy_return,benchmark_return,strategy_equity,benchmark_equity,point_change,strategy_points,benchmark_points,strategy_cumulative_points,benchmark_cumulative_points,entry,exit,signal_name
2020-05-14,832.4,-0.0021720747044815525,-0.002169717457235043,-0.0004219632103050479,0.014127466408871771,test,-0.023424771645384385,-0.0007675427731083265,0.022841629054288652,-0.08118475654009165,834.21,833.8580683266626,814.8959183818044,853.4840021832757,0,0,805.5354541240774,788.7994033986042,16.736050725473206,9.088262193063498,7.647788532409708,1,1.0,-0.002669717457235043,-0.002169717457235043,0.997330282542765,0.997830282542765,-1.8100000000000591,-2.227105000000059,-1.8100000000000591,-2.227105000000059,-1.8100000000000591,1,0,signal
2020-05-15,827.03,-0.006472124458450246,-0.0064512253724171575,-0.0004786835666111337,0.013052241432794235,test,-0.02227008544538178,-0.00022569064858737921,0.020388561917382537,-0.09915583182870778,832.4,832.0016391511555,814.0672742400842,849.5456323940499,0,0,808.8423073357578,791.6312994431521,17.21100789260572,10.712811332971944,6.498196559633778,1,0.0,-0.0064512253724171575,-0.0064512253724171575,0.9908962801193452,0.9913930545066589,-5.3700000000000045,-5.3700000000000045,-5.3700000000000045,-7.597105000000063,-7.180000000000064,0,0,signal
2020-05-18,837.01,0.011995047788379232,0.012067276882337996,-0.00048256398085506425,0.012372327288331807,test,-0.02185680993955218,-0.0004608651719661575,0.019890825916779303,-0.1023092934292695,827.03,826.6310013898351,809.1498755192259,843.6450050444613,1,0,813.175798514872,794.9926846695853,18.183113845286698,12.206871835434894,5.976242009851804,1,0.0,0.012067276882337996,0.012067276882337996,1.002853699893224,1.0033564689946175,9.980000000000018,9.980000000000018,9.980000000000018,2.382894999999955,2.7999999999999545,0,0,signal
2020-05-19,845.92,0.010588774637732001,0.010645034109508789,-0.00040514900270572393,0.012301007558171408,test,-0.020393018426520585,-0.00042173394366798813,0.019975831129897665,-0.08302507117296382,837.01,836.670954919771,820.1137083981359,853.8980856144854,1,0,818.2133679741225,798.7650783977641,19.448289576358434,13.655155383619604,5.79313419273883,1,0.0,0.010645034109508789,0.010645034109508789,1.0135291117354346,1.0140372328310614,8.909999999999968,8.909999999999968,8.909999999999968,11.292894999999923,11.709999999999923,0,0,signal
2020-05-20,852.91,0.008229239473140915,0.008263192736901903,-0.00035106910078173736,0.01204066216597816,test,-0.01987314523405718,0.00017165123910191723,0.01931141808348474,-0.07019583146854345,845.92,845.623075749781,829.2748525188509,862.4146699074356,1,0,823.551311362719,802.7758133312631,20.77549803145598,15.079223913186881,5.6962741182691,1,0.0,0.008263192736901903,0.008263192736901903,1.0219040981301655,1.022416417928339,6.990000000000009,6.990000000000009,6.990000000000009,18.282894999999932,18.699999999999932,0,0,signal
2020-05-21,862.73,0.011447748062664687,0.01151352428743957,-0.0002602809827111459,0.011532879807205274,test,-0.019519328611754937,-0.0004867697668364181,0.01883175573416277,-0.04882397294683104,852.91,852.6880326352309,836.423198539855,869.1239824944578,1,0,829.5788019223007,807.2168641956139,22.361937726686847,16.535766675886876,5.826171050799971,1,0.0,0.01151352428743957,0.01151352428743957,1.0336698157834212,1.0341880341880338,9.82000000000005,9.82000000000005,9.82000000000005,28.102894999999982,28.519999999999982,0,0,signal
2020-05-22,852.74,-0.011647085559293835,-0.01157952082343261,-0.00021785390146657655,0.011517581783910862,test,-0.01902333586952053,8.65871272858732e-05,0.01894869291225468,-0.03817871262073282,862.73,862.5420713748231,846.4731177710264,879.2334716455435,0,0,833.1420631650236,810.5889483292721,22.553114835751558,17.739236307859812,4.813878527891745,1,0.0,-0.01157952082343261,-0.01157952082343261,1.0217004146270032,1.0222126323108087,-9.990000000000009,-9.990000000000009,-9.990000000000009,18.112894999999973,18.529999999999973,0,0,signal
2020-05-25,859.04,0.007360792210607592,0.007387949433590446,-0.00027841558167969227,0.01174935575898335,test,-0.01864745943362,-0.00013705046583408232,0.01861004872657354,-0.05276380615938069,852.74,852.5026169439826,836.9859088390617,868.7581196458196,1,0,837.1263611396354,814.1779151196963,22.94844601993907,18.781078250275666,4.167367769663404,1,0.0,0.007387949433590446,0.007387949433590446,1.029248685626546,1.0297646875486983,6.2999999999999545,6.2999999999999545,6.2999999999999545,24.412894999999928,24.829999999999927,0,0,signal
2020-05-26,869.13,0.011677224640786577,0.01174566958465273,-0.0002636560246622903,0.01118936308488804,test,-0.018047651684231596,-0.00046710174322542363,0.01789834387821382,-0.05066133028380537,859.04,858.8135387838179,843.6754097249815,874.5538149698069,1,0,842.0499978873838,818.2484399256447,23.80155796173915,19.785174192568363,4.016383769170787,1,0.0,0.01174566958465273,0.01174566958465273,1.0413379006083534,1.0418599633185885,10.090000000000032,10.090000000000032,10.090000000000032,34.50289499999996,34.91999999999996,0,0,signal
2020-05-27,857.48,-0.013494856162110658,-0.013404208806507611,-2.3109234045849956e-05,0.011266778978448013,test,-0.019411703489496945,-0.00025823198903674133,0.01746239149786493,0.010174502570815015,869.13,869.1099153034856,852.4214019878416,884.4403771685948,0,0,844.4238443662477,821.154481412634,23.269362953613722,20.482011944777437,2.7873510088362856,1,0.0,-0.013404208806507611,-0.013404208806507611,1.0273795899504687,1.0278946548231258,-11.649999999999977,-11.649999999999977,-11.649999999999977,22.852894999999982,23.269999999999982,0,0,signal
