mu,omega,alpha[1],beta[1]
0.07432471620539002,0.04148032092872639,0.15803339584800932,0.824461190119322
0.08537694373865837,0.03051241860590906,0.1493795066134141,0.8420954219059145
0.07125591313510701,0.017389023620948015,0.10815602379629351,0.8878831919228385
0.04766528505594979,0.02285700863454613,0.14867870138095882,0.848105912208031
0.07364047726741764,0.022929402298793238,0.13282205755216941,0.8642053027093596
0.06855959980456058,0.018435816001089383,0.16562082652654656,0.8330737150378799
0.07131509845068489,0.03673631214929309,0.1568250171290607,0.8384499077965865
0.08233508775126097,0.016083608865862076,0.11004012401962629,0.8818364651799618
0.09161632090063127,0.020936420673214773,0.16204573719506457,0.8311897942443073
0.053118035635483285,0.0266840635271588,0.15395161814483768,0.8432847714305235
0.08317963633315617,0.03045785849115515,0.16819443786208,0.8258752639024807
0.042215963902029155,0.037460347970247616,0.1784428081262757,0.8148665133312387
0.048616662902771335,0.04993344929511752,0.19237242853189923,0.8006143039841718
0.05820377843153002,0.03340524263816479,0.17143622933508282,0.8141392002913903
0.06787527376355469,0.04837033652201667,0.19011803047433112,0.7948603444830926
0.08476687482582232,0.03677102403518083,0.15044473476141332,0.8325824416244373
0.07058516684428634,0.032012674892584206,0.1812850638790535,0.8144775132316411
0.07387899192793417,0.0396715798386435,0.17632121717910904,0.8141449080087076
0.048573306414564865,0.035560767505506054,0.18618412852644284,0.8072963955651135
0.07599303867386327,0.0448305716442777,0.19638982813129674,0.7943792920976038
0.04617517842603912,0.01972050077582936,0.12937171696105776,0.8676603057259646
0.06191630506565376,0.023218209692079595,0.13328842074312505,0.8579450735010494
0.05190141878900447,0.0349256302702811,0.1477604523042191,0.8501087677851957
0.06869182323239173,0.031250193546439015,0.14893008122957485,0.844415681342403
0.07763338756126198,0.028641598363729055,0.1338556421862836,0.8565806062739225
0.07822983321177084,0.025904706237226773,0.1570107573960071,0.8387782774771142
0.0891494385721199,0.02655456130038134,0.15695469511681773,0.8326705514553308
0.09508137103479558,0.023222722545018715,0.16396940655249842,0.8304246929781461
0.07095765028158846,0.014898249238480859,0.12747556793086642,0.8713080375953159
0.05437615742781818,0.029884172197144353,0.1393554473300538,0.8531646997817884
0.04283241566967675,0.0409519493018767,0.17832463231485907,0.8160319768233348
0.03386717497495667,0.03583548508881856,0.1704239764889845,0.8222018178073197
0.08672242565478627,0.05120440264863161,0.1965724378440759,0.7957697571548684
0.06624988549057916,0.036651290721521866,0.15286290677999262,0.8419716503291893
0.04735682102496819,0.024880490709093234,0.14263031120918904,0.855529266708004
0.08017910994993788,0.052821592938066736,0.18689522913508136,0.7972678603216254
0.05360966387847583,0.04455286242433755,0.1750798876828761,0.8178056219614577
0.05776551632870172,0.042657513305549004,0.1697758164196633,0.817898856832313
0.06584876259692524,0.04239575690768628,0.16933838568272974,0.8239220575059345
0.06777057053382732,0.03267417199954839,0.1762587020096288,0.8172998333367887
0.06677307047630687,0.03744204070584793,0.16067466681752407,0.8335705576178413
0.0637703998625114,0.033648941707847886,0.16554602981796612,0.8257802752173184
0.05959753023036174,0.02774683205423318,0.12888498253502428,0.8575364929212738
0.04856260344646851,0.020696909424899164,0.1393343993003873,0.8571734548961979
0.05755842079486019,0.03165501109447033,0.18158598316231653,0.8129049382221326
0.05583475546816544,0.03616501057392334,0.1627645103912009,0.8347750971061857
0.05891807292116204,0.02542007526842455,0.1353724468854623,0.8545020369279602
0.060923269568250324,0.038929583403215534,0.1596867535261799,0.8318495674399342
0.06685003462282292,0.026010232186015572,0.15092812188490518,0.842037774418733
0.045803305133568346,0.031606421509675464,0.14611838326088103,0.8500100517813158
0.062432024350616795,0.024629006967670626,0.15376069652083021,0.8324183441110822
0.04774985498103233,0.03024257132524247,0.16591277950153116,0.8323721335748661
0.06857132645653974,0.0314165874100742,0.15484973462051624,0.832953764381824
0.05306465810147573,0.017724160196600516,0.1312162909832914,0.8664104014957116
